timestamp,dpid,port,rx_mbps,hits,blocked,action
1787929660.035270,1,1,0.001,0,0,
1787929660.035270,1,2,0.001,0,0,
1787929660.035270,1,3,0.001,0,0,
1787929662.043634,1,1,0.003,0,0,
1787929662.043634,1,2,0.003,0,0,
1787929662.043634,1,3,0.003,0,0,
1787929664.044675,1,1,0.000,0,0,
1787929664.044675,1,2,0.000,0,0,
1787929664.044675,1,3,0.000,0,0,
1787929666.047997,1,1,0.001,0,0,
1787929666.047997,1,2,0.001,0,0,
1787929666.047997,1,3,0.001,0,0,
1787929668.050662,1,1,0.000,0,0,
1787929668.050662,1,2,0.000,0,0,
1787929668.050662,1,3,0.000,0,0,
1787929670.052130,1,1,0.000,0,0,
1787929670.052130,1,2,0.000,0,0,
1787929670.052130,1,3,0.000,0,0,
1787929672.053675,1,1,0.000,0,0,
1787929672.053675,1,2,0.000,0,0,
1787929672.053675,1,3,0.000,0,0,
1787929674.055557,1,1,0.000,0,0,
1787929674.055557,1,2,0.000,0,0,
1787929674.055557,1,3,0.000,0,0,
1787929676.056236,1,1,0.000,0,0,
1787929676.056236,1,2,0.000,0,0,
1787929676.056236,1,3,0.000,0,0,
1787929678.058900,1,1,0.000,0,0,
1787929678.058900,1,2,0.000,0,0,
1787929678.058900,1,3,0.000,0,0,
1787929680.059491,1,1,0.000,0,0,
1787929680.059491,1,2,0.000,0,0,
1787929680.059491,1,3,0.000,0,0,
1787929682.062194,1,1,0.000,0,0,
1787929682.062194,1,2,0.000,0,0,
1787929682.062194,1,3,0.000,0,0,
1787929684.063054,1,1,2.493,0,0,
1787929684.063054,1,2,0.000,0,0,
1787929684.063054,1,3,0.000,0,0,
1787929686.065687,1,1,10.000,1,0,
1787929686.065687,1,2,0.000,0,0,
1787929686.065687,1,3,0.000,0,0,
1787929688.067585,1,1,9.997,2,0,
1787929688.067585,1,2,0.000,0,0,
1787929688.067585,1,3,0.000,0,0,
1787929690.067767,1,1,10.000,0,1,DROP_INSTALLED
1787929690.067767,1,2,0.000,0,0,
1787929690.067767,1,3,0.000,0,0,
1787929692.069911,1,1,54.345,0,1,BLOCK_ACTIVE
1787929692.069911,1,2,0.000,0,0,
1787929692.069911,1,3,0.000,0,0,
1787929694.077570,1,1,20.584,0,1,BLOCK_ACTIVE
1787929694.077570,1,2,0.000,0,0,
1787929694.077570,1,3,0.000,0,0,
1787929696.086194,1,1,20.581,0,1,BLOCK_ACTIVE
1787929696.086194,1,2,0.000,0,0,
1787929696.086194,1,3,0.000,0,0,
1787929698.089743,1,1,20.579,0,1,BLOCK_ACTIVE
1787929698.089743,1,2,0.000,0,0,
1787929698.089743,1,3,0.000,0,0,
1787929700.094084,1,1,20.577,0,1,BLOCK_ACTIVE
1787929700.094084,1,2,0.000,0,0,
1787929700.094084,1,3,0.000,0,0,
1787929702.094934,1,1,20.577,0,1,BLOCK_ACTIVE
1787929702.094934,1,2,0.000,0,0,
1787929702.094934,1,3,0.000,0,0,
1787929704.096499,1,1,20.588,0,1,BLOCK_ACTIVE
1787929704.096499,1,2,0.000,0,0,
1787929704.096499,1,3,0.000,0,0,
1787929706.097367,1,1,20.583,0,1,BLOCK_ACTIVE
1787929706.097367,1,2,0.000,0,0,
1787929706.097367,1,3,0.000,0,0,
1787929708.100422,1,1,20.566,0,1,BLOCK_ACTIVE
1787929708.100422,1,2,0.000,0,0,
1787929708.100422,1,3,0.000,0,0,
1787929710.100245,1,1,20.594,0,1,BLOCK_ACTIVE
1787929710.100245,1,2,0.000,0,0,
1787929710.100245,1,3,0.000,0,0,
1787929712.102140,1,1,20.578,0,1,BLOCK_ACTIVE
1787929712.102140,1,2,0.000,0,0,
1787929712.102140,1,3,0.000,0,0,
1787929714.104305,1,1,15.629,0,1,BLOCK_ACTIVE
1787929714.104305,1,2,0.000,0,0,
1787929714.104305,1,3,0.000,0,0,
1787929716.106929,1,1,0.001,0,1,BLOCK_ACTIVE
1787929716.106929,1,2,0.000,0,0,
1787929716.106929,1,3,0.000,0,0,
1787929718.108135,1,1,0.000,0,1,BLOCK_ACTIVE
