timestamp,dpid,port,rx_mbps,hits,blocked,action
1787842470.488305,1,3,0.000,0,0,
1787842472.489506,1,1,0.000,0,0,
1787842472.489506,1,2,0.000,0,0,
1787842472.489506,1,3,0.000,0,0,
1787842474.490207,1,1,0.000,0,0,
1787842474.490207,1,2,0.000,0,0,
1787842474.490207,1,3,0.000,0,0,
1787842476.492105,1,1,0.000,0,0,
1787842476.492105,1,2,0.000,0,0,
1787842476.492105,1,3,0.000,0,0,
1787842478.492903,1,1,0.000,0,0,
1787842478.492903,1,2,0.000,0,0,
1787842478.492903,1,3,0.000,0,0,
1787842480.495759,1,1,0.000,0,0,
1787842480.495759,1,2,0.000,0,0,
1787842480.495759,1,3,0.000,0,0,
1787842482.496544,1,1,0.000,0,0,
1787842482.496544,1,2,0.000,0,0,
1787842482.496544,1,3,0.000,0,0,
1787842484.497612,1,1,0.000,0,0,
1787842484.497612,1,2,0.000,0,0,
1787842484.497612,1,3,0.000,0,0,
1787842486.498970,1,1,0.000,0,0,
1787842486.498970,1,2,0.000,0,0,
1787842486.498970,1,3,0.000,0,0,
1787842488.499518,1,1,0.000,0,0,
1787842488.499518,1,2,0.000,0,0,
1787842488.499518,1,3,0.000,0,0,
1787842493.026313,1,1,0.000,0,0,
1787842493.026313,1,2,0.000,0,0,
1787842493.026313,1,3,0.000,0,0,
1787842495.027008,1,1,0.000,0,0,
1787842495.027008,1,2,0.000,0,0,
1787842495.027008,1,3,0.000,0,0,
1787842497.028739,1,1,0.000,0,0,
1787842497.028739,1,2,0.000,0,0,
1787842497.028739,1,3,0.000,0,0,
1787842499.029443,1,1,0.000,0,0,
1787842499.029443,1,2,0.000,0,0,
1787842499.029443,1,3,0.000,0,0,
1787842501.030225,1,1,0.000,0,0,
1787842501.030225,1,2,0.000,0,0,
1787842501.030225,1,3,0.000,0,0,
1787842503.031852,1,1,0.000,0,0,
1787842503.031852,1,2,0.000,0,0,
1787842503.031852,1,3,0.000,0,0,
1787842505.032863,1,1,0.000,0,0,
1787842505.032863,1,2,0.000,0,0,
1787842505.032863,1,3,0.000,0,0,
1787842507.034093,1,1,0.000,0,0,
1787842507.034093,1,2,0.000,0,0,
1787842507.034093,1,3,0.000,0,0,
1787842509.035216,1,1,0.000,0,0,
1787842509.035216,1,2,0.000,0,0,
1787842509.035216,1,3,0.000,0,0,
1787842511.036638,1,1,0.000,0,0,
1787842511.036638,1,2,0.000,0,0,
1787842511.036638,1,3,0.000,0,0,
1787842513.037072,1,1,0.000,0,0,
1787842513.037072,1,2,0.000,0,0,
1787842513.037072,1,3,0.000,0,0,
1787842515.039347,1,1,0.000,0,0,
1787842515.039347,1,2,0.000,0,0,
1787842515.039347,1,3,0.000,0,0,
1787842517.040228,1,1,0.000,0,0,
1787842517.040228,1,2,0.000,0,0,
1787842517.040228,1,3,0.000,0,0,
1787842519.040088,1,1,0.000,0,0,
1787842519.040088,1,2,0.000,0,0,
1787842519.040088,1,3,0.000,0,0,
1787842521.042097,1,1,0.000,0,0,
1787842521.042097,1,2,0.000,0,0,
1787842521.042097,1,3,0.000,0,0,
1787842523.042780,1,1,0.000,0,0,
1787842523.042780,1,2,0.000,0,0,
1787842523.042780,1,3,0.000,0,0,
1787842526.791873,1,1,0.000,0,0,
1787842526.791873,1,2,0.000,0,0,
1787842526.791873,1,3,0.000,0,0,
1787842528.791409,1,1,0.000,0,0,
1787842528.791409,1,2,0.000,0,0,
1787842528.791409,1,3,0.000,0,0,
1787842530.792976,1,1,0.000,0,0,
1787842530.792976,1,2,0.000,0,0,
1787842530.792976,1,3,0.000,0,0,
1787842532.795011,1,1,0.000,0,0,
1787842532.795011,1,2,0.000,0,0,
1787842532.795011,1,3,0.000,0,0,
1787842534.794861,1,1,0.000,0,0,
1787842534.794861,1,2,0.000,0,0,
1787842534.794861,1,3,0.000,0,0,
1787842536.797125,1,1,0.000,0,0,
1787842536.797125,1,2,0.000,0,0,
1787842536.797125,1,3,0.000,0,0,
1787842538.798636,1,1,0.000,0,0,
1787842538.798636,1,2,0.000,0,0,
1787842538.798636,1,3,0.000,0,0,
1787842540.800967,1,1,0.000,0,0,
1787842540.800967,1,2,0.000,0,0,
1787842540.800967,1,3,0.000,0,0,
1787842542.801068,1,1,0.000,0,0,
1787842542.801068,1,2,0.000,0,0,
1787842542.801068,1,3,0.000,0,0,
1787842544.803807,1,1,0.000,0,0,
1787842544.803807,1,2,0.000,0,0,
1787842544.803807,1,3,0.000,0,0,
1787842546.806006,1,1,0.000,0,0,
1787842546.806006,1,2,0.000,0,0,
1787842546.806006,1,3,0.000,0,0,
1787842548.806361,1,1,0.000,0,0,
1787842548.806361,1,2,0.000,0,0,
1787842548.806361,1,3,0.000,0,0,
1787842550.807591,1,1,0.000,0,0,
1787842550.807591,1,2,0.000,0,0,
1787842550.807591,1,3,0.000,0,0,
1787842552.808375,1,1,0.000,0,0,
1787842552.808375,1,2,0.000,0,0,
1787842552.808375,1,3,0.000,0,0,
1787842554.809115,1,1,0.000,0,0,
1787842554.809115,1,2,0.000,0,0,
1787842554.809115,1,3,0.000,0,0,
1787842556.811575,1,1,0.000,0,0,
1787842556.811575,1,2,0.000,0,0,
1787842556.811575,1,3,0.000,0,0,
1787842558.813557,1,1,0.000,0,0,
1787842558.813557,1,2,0.000,0,0,
1787842558.813557,1,3,0.000,0,0,
1787842560.814073,1,1,0.000,0,0,
1787842560.814073,1,2,0.000,0,0,
1787842560.814073,1,3,0.000,0,0,
1787842562.815149,1,1,0.000,0,0,
1787842562.815149,1,2,0.000,0,0,
1787842562.815149,1,3,0.000,0,0,
1787842564.816888,1,1,0.000,0,0,
1787842564.816888,1,2,0.000,0,0,
1787842564.816888,1,3,0.000,0,0,
1787842566.817581,1,1,0.000,0,0,
1787842566.817581,1,2,0.000,0,0,
1787842566.817581,1,3,0.000,0,0,
1787842568.819807,1,1,0.000,0,0,
1787842568.819807,1,2,0.000,0,0,
1787842568.819807,1,3,0.000,0,0,
1787842570.832237,1,1,0.000,0,0,
1787842570.832237,1,2,0.000,0,0,
1787842570.832237,1,3,0.000,0,0,
1787842572.870069,1,1,0.000,0,0,
1787842572.870069,1,2,0.000,0,0,
1787842572.870069,1,3,0.000,0,0,
1787842577.131010,1,1,0.000,0,0,
1787842577.131010,1,2,0.000,0,0,
1787842577.131010,1,3,0.000,0,0,
1787842579.146984,1,1,0.000,0,0,
1787842579.146984,1,2,0.000,0,0,
1787842579.146984,1,3,0.000,0,0,
1787842581.162382,1,1,0.000,0,0,
1787842581.162382,1,2,0.000,0,0,
1787842581.162382,1,3,0.000,0,0,
1787842583.184123,1,1,0.000,0,0,
1787842583.184123,1,2,0.000,0,0,
1787842583.184123,1,3,0.000,0,0,
1787842585.201732,1,1,0.000,0,0,
1787842585.201732,1,2,0.000,0,0,
1787842585.201732,1,3,0.000,0,0,
1787842587.221628,1,1,0.000,0,0,
1787842587.221628,1,2,0.000,0,0,
1787842587.221628,1,3,0.000,0,0,
1787842589.223139,1,1,0.000,0,0,
1787842589.223139,1,2,0.000,0,0,
1787842589.223139,1,3,0.000,0,0,
1787842591.224860,1,1,0.000,0,0,
1787842591.224860,1,2,0.000,0,0,
1787842591.224860,1,3,0.000,0,0,
1787842593.226570,1,1,0.000,0,0,
1787842593.226570,1,2,0.000,0,0,
1787842593.226570,1,3,0.000,0,0,
1787842595.228423,1,1,0.000,0,0,
1787842595.228423,1,2,0.000,0,0,
1787842595.228423,1,3,0.000,0,0,
1787842597.229618,1,1,0.000,0,0,
1787842597.229618,1,2,0.000,0,0,
1787842597.229618,1,3,0.000,0,0,
1787842599.230176,1,1,0.000,0,0,
1787842599.230176,1,2,0.000,0,0,
1787842599.230176,1,3,0.000,0,0,
1787842601.233206,1,1,0.000,0,0,
1787842601.233206,1,2,0.000,0,0,
1787842601.233206,1,3,0.000,0,0,
1787842603.233121,1,1,0.000,0,0,
1787842603.233121,1,2,0.000,0,0,
1787842603.233121,1,3,0.000,0,0,
1787842605.235217,1,1,0.000,0,0,
1787842605.235217,1,2,0.000,0,0,
1787842605.235217,1,3,0.000,0,0,
1787842607.236082,1,1,0.000,0,0,
1787842607.236082,1,2,0.000,0,0,
1787842607.236082,1,3,0.000,0,0,
1787842610.749338,1,1,0.000,0,0,
1787842610.749338,1,2,0.000,0,0,
1787842610.749338,1,3,0.000,0,0,
1787842612.749819,1,1,0.000,0,0,
1787842612.749819,1,2,0.000,0,0,
1787842612.749819,1,3,0.000,0,0,
1787842614.751127,1,1,0.000,0,0,
1787842614.751127,1,2,0.000,0,0,
1787842614.751127,1,3,0.000,0,0,
1787842616.753406,1,1,0.000,0,0,
1787842616.753406,1,2,0.000,0,0,
1787842616.753406,1,3,0.000,0,0,
1787842618.753765,1,1,0.000,0,0,
1787842618.753765,1,2,0.000,0,0,
1787842618.753765,1,3,0.000,0,0,
1787842620.754309,1,1,0.000,0,0,
1787842620.754309,1,2,0.000,0,0,
1787842620.754309,1,3,0.000,0,0,
1787842622.756215,1,1,0.000,0,0,
1787842622.756215,1,2,0.000,0,0,
1787842622.756215,1,3,0.000,0,0,
1787842624.757026,1,1,0.000,0,0,
1787842624.757026,1,2,0.000,0,0,
1787842624.757026,1,3,0.000,0,0,
1787842626.758173,1,1,0.000,0,0,
1787842626.758173,1,2,0.000,0,0,
1787842626.758173,1,3,0.000,0,0,
1787842628.759590,1,1,0.000,0,0,
1787842628.759590,1,2,0.000,0,0,
1787842628.759590,1,3,0.000,0,0,
1787842630.759836,1,1,0.000,0,0,
1787842630.759836,1,2,0.000,0,0,
1787842630.759836,1,3,0.000,0,0,
1787842632.761831,1,1,0.000,0,0,
1787842632.761831,1,2,0.000,0,0,
1787842632.761831,1,3,0.000,0,0,
1787842634.762129,1,1,0.000,0,0,
1787842634.762129,1,2,0.000,0,0,
1787842634.762129,1,3,0.000,0,0,
1787842636.764395,1,1,0.000,0,0,
1787842636.764395,1,2,0.000,0,0,
1787842636.764395,1,3,0.000,0,0,
1787842638.765961,1,1,0.000,0,0,
1787842638.765961,1,2,0.000,0,0,
1787842638.765961,1,3,0.000,0,0,
1787842640.767925,1,1,0.000,0,0,
1787842640.767925,1,2,0.000,0,0,
1787842640.767925,1,3,0.000,0,0,
1787842644.603281,1,1,0.000,0,0,
1787842644.603281,1,2,0.000,0,0,
1787842644.603281,1,3,0.000,0,0,
1787842646.605031,1,1,0.000,0,0,
1787842646.605031,1,2,0.000,0,0,
1787842646.605031,1,3,0.000,0,0,
1787842648.606484,1,1,0.000,0,0,
1787842648.606484,1,2,0.000,0,0,
1787842648.606484,1,3,0.000,0,0,
1787842650.608309,1,1,0.000,0,0,
1787842650.608309,1,2,0.000,0,0,
1787842650.608309,1,3,0.000,0,0,
1787842652.609476,1,1,0.000,0,0,
1787842652.609476,1,2,0.000,0,0,
1787842652.609476,1,3,0.000,0,0,
1787842654.612074,1,1,0.000,0,0,
1787842654.612074,1,2,0.000,0,0,
1787842654.612074,1,3,0.000,0,0,
1787842656.612440,1,1,0.000,0,0,
1787842656.612440,1,2,0.000,0,0,
1787842656.612440,1,3,0.000,0,0,
1787842658.614339,1,1,0.000,0,0,
1787842658.614339,1,2,0.000,0,0,
1787842658.614339,1,3,0.000,0,0,
1787842660.614945,1,1,0.000,0,0,
1787842660.614945,1,2,0.000,0,0,
1787842660.614945,1,3,0.000,0,0,
1787842662.616918,1,1,0.000,0,0,
1787842662.616918,1,2,0.000,0,0,
1787842662.616918,1,3,0.000,0,0,
1787842664.618709,1,1,0.000,0,0,
1787842664.618709,1,2,0.000,0,0,
1787842664.618709,1,3,0.000,0,0,
1787842666.619929,1,1,0.000,0,0,
1787842666.619929,1,2,0.000,0,0,
1787842666.619929,1,3,0.000,0,0,
1787842668.622216,1,1,0.000,0,0,
1787842668.622216,1,2,0.000,0,0,
1787842668.622216,1,3,0.000,0,0,
1787842670.622496,1,1,0.000,0,0,
1787842670.622496,1,2,0.000,0,0,
1787842670.622496,1,3,0.000,0,0,
1787842672.624827,1,1,0.000,0,0,
1787842672.624827,1,2,0.000,0,0,
1787842672.624827,1,3,0.000,0,0,
1787842674.625651,1,1,0.000,0,0,
1787842674.625651,1,2,0.000,0,0,
1787842674.625651,1,3,0.000,0,0,
1787842678.595698,1,1,0.000,0,0,
1787842678.595698,1,2,0.000,0,0,
1787842678.595698,1,3,0.000,0,0,
1787842680.596880,1,1,0.000,0,0,
1787842680.596880,1,2,0.000,0,0,
1787842680.596880,1,3,0.000,0,0,
1787842682.597431,1,1,0.000,0,0,
1787842682.597431,1,2,0.000,0,0,
1787842682.597431,1,3,0.000,0,0,
1787842684.598595,1,1,0.000,0,0,
1787842684.598595,1,2,0.000,0,0,
1787842684.598595,1,3,0.000,0,0,
1787842686.599442,1,1,0.000,0,0,
1787842686.599442,1,2,0.000,0,0,
1787842686.599442,1,3,0.000,0,0,
1787842688.600721,1,1,0.000,0,0,
1787842688.600721,1,2,0.000,0,0,
1787842688.600721,1,3,0.000,0,0,
1787842690.601741,1,1,0.000,0,0,
1787842690.601741,1,2,0.000,0,0,
1787842690.601741,1,3,0.000,0,0,
1787842692.604182,1,1,0.000,0,0,
1787842692.604182,1,2,0.000,0,0,
1787842692.604182,1,3,0.000,0,0,
1787842694.605388,1,1,0.000,0,0,
1787842694.605388,1,2,0.000,0,0,
1787842694.605388,1,3,0.000,0,0,
1787842696.607605,1,1,0.000,0,0,
1787842696.607605,1,2,0.000,0,0,
1787842696.607605,1,3,0.000,0,0,
1787842698.610738,1,1,0.000,0,0,
1787842698.610738,1,2,0.000,0,0,
1787842698.610738,1,3,0.000,0,0,
1787842700.611564,1,1,0.000,0,0,
1787842700.611564,1,2,0.000,0,0,
1787842700.611564,1,3,0.000,0,0,
1787842702.613499,1,1,0.000,0,0,
1787842702.613499,1,2,0.000,0,0,
1787842702.613499,1,3,0.000,0,0,
1787842704.614771,1,1,0.000,0,0,
1787842704.614771,1,2,0.000,0,0,
1787842704.614771,1,3,0.000,0,0,
1787842706.616130,1,1,0.000,0,0,
1787842706.616130,1,2,0.000,0,0,
1787842706.616130,1,3,0.000,0,0,
1787842708.617389,1,1,0.000,0,0,
1787842708.617389,1,2,0.000,0,0,
1787842708.617389,1,3,0.000,0,0,
1787842712.274168,1,1,0.000,0,0,
1787842712.274168,1,2,0.000,0,0,
1787842712.274168,1,3,0.000,0,0,
1787842714.276804,1,1,0.000,0,0,
1787842714.276804,1,2,0.000,0,0,
1787842714.276804,1,3,0.000,0,0,
1787842716.277272,1,1,0.000,0,0,
1787842716.277272,1,2,0.000,0,0,
1787842716.277272,1,3,0.000,0,0,
1787842718.280065,1,1,0.000,0,0,
1787842718.280065,1,2,0.000,0,0,
1787842718.280065,1,3,0.000,0,0,
1787842720.280769,1,1,0.000,0,0,
1787842720.280769,1,2,0.000,0,0,
1787842720.280769,1,3,0.000,0,0,
1787842722.281964,1,1,0.000,0,0,
1787842722.281964,1,2,0.000,0,0,
1787842722.281964,1,3,0.000,0,0,
1787842724.284414,1,1,0.000,0,0,
1787842724.284414,1,2,0.000,0,0,
1787842724.284414,1,3,0.000,0,0,
1787842726.284737,1,1,0.000,0,0,
1787842726.284737,1,2,0.000,0,0,
1787842726.284737,1,3,0.000,0,0,
1787842728.286144,1,1,0.000,0,0,
1787842728.286144,1,2,0.000,0,0,
1787842728.286144,1,3,0.000,0,0,
1787842730.287342,1,1,0.000,0,0,
1787842730.287342,1,2,0.000,0,0,
1787842730.287342,1,3,0.000,0,0,
1787842732.288065,1,1,0.000,0,0,
1787842732.288065,1,2,0.000,0,0,
1787842732.288065,1,3,0.000,0,0,
1787842734.291313,1,1,0.000,0,0,
1787842734.291313,1,2,0.000,0,0,
1787842734.291313,1,3,0.000,0,0,
1787842736.293521,1,1,0.000,0,0,
1787842736.293521,1,2,0.000,0,0,
1787842736.293521,1,3,0.000,0,0,
1787842738.294708,1,1,0.000,0,0,
1787842738.294708,1,2,0.000,0,0,
1787842738.294708,1,3,0.000,0,0,
1787842740.294689,1,1,0.000,0,0,
1787842740.294689,1,2,0.000,0,0,
1787842740.294689,1,3,0.000,0,0,
1787842742.297263,1,1,0.000,0,0,
1787842742.297263,1,2,0.000,0,0,
1787842742.297263,1,3,0.000,0,0,
1787842746.113700,1,1,0.000,0,0,
1787842746.113700,1,2,0.000,0,0,
1787842746.113700,1,3,0.000,0,0,
1787842748.114082,1,1,0.000,0,0,
1787842748.114082,1,2,0.000,0,0,
1787842748.114082,1,3,0.000,0,0,
1787842750.116190,1,1,0.000,0,0,
1787842750.116190,1,2,0.000,0,0,
1787842750.116190,1,3,0.000,0,0,
1787842752.119801,1,1,0.000,0,0,
1787842752.119801,1,2,0.000,0,0,
1787842752.119801,1,3,0.000,0,0,
1787842754.120604,1,1,0.000,0,0,
1787842754.120604,1,2,0.000,0,0,
1787842754.120604,1,3,0.000,0,0,
1787842756.121723,1,1,0.000,0,0,
1787842756.121723,1,2,0.000,0,0,
1787842756.121723,1,3,0.000,0,0,
1787842758.124041,1,1,0.000,0,0,
1787842758.124041,1,2,0.000,0,0,
1787842758.124041,1,3,0.000,0,0,
1787842760.124451,1,1,0.000,0,0,
1787842760.124451,1,2,0.000,0,0,
1787842760.124451,1,3,0.000,0,0,
1787842762.126494,1,1,0.000,0,0,
1787842762.126494,1,2,0.000,0,0,
1787842762.126494,1,3,0.000,0,0,
1787842764.128455,1,1,0.000,0,0,
1787842764.128455,1,2,0.000,0,0,
1787842764.128455,1,3,0.000,0,0,
1787842766.128433,1,1,0.000,0,0,
1787842766.128433,1,2,0.000,0,0,
1787842766.128433,1,3,0.000,0,0,
1787842768.130652,1,1,0.000,0,0,
1787842768.130652,1,2,0.000,0,0,
1787842768.130652,1,3,0.000,0,0,
1787842770.133042,1,1,0.000,0,0,
1787842770.133042,1,2,0.000,0,0,
1787842770.133042,1,3,0.000,0,0,
1787842772.134936,1,1,0.000,0,0,
1787842772.134936,1,2,0.000,0,0,
1787842772.134936,1,3,0.000,0,0,
1787842774.135807,1,1,0.000,0,0,
1787842774.135807,1,2,0.000,0,0,
1787842774.135807,1,3,0.000,0,0,
1787842776.139388,1,1,0.000,0,0,
1787842776.139388,1,2,0.000,0,0,
1787842776.139388,1,3,0.000,0,0,
1787842779.944387,1,1,0.000,0,0,
1787842779.944387,1,2,0.000,0,0,
1787842779.944387,1,3,0.000,0,0,
1787842781.946237,1,1,0.000,0,0,
1787842781.946237,1,2,0.000,0,0,
1787842781.946237,1,3,0.000,0,0,
1787842783.947816,1,1,0.000,0,0,
1787842783.947816,1,2,0.000,0,0,
1787842783.947816,1,3,0.000,0,0,
1787842785.950047,1,1,0.000,0,0,
1787842785.950047,1,2,0.000,0,0,
1787842785.950047,1,3,0.000,0,0,
1787842787.952427,1,1,0.000,0,0,
1787842787.952427,1,2,0.000,0,0,
1787842787.952427,1,3,0.000,0,0,
1787842789.953567,1,1,0.000,0,0,
1787842789.953567,1,2,0.000,0,0,
1787842789.953567,1,3,0.000,0,0,
1787842791.955235,1,1,0.000,0,0,
1787842791.955235,1,2,0.000,0,0,
1787842791.955235,1,3,0.000,0,0,
1787842793.957247,1,1,0.000,0,0,
1787842793.957247,1,2,0.000,0,0,
1787842793.957247,1,3,0.000,0,0,
1787842795.958649,1,1,0.000,0,0,
1787842795.958649,1,2,0.000,0,0,
1787842795.958649,1,3,0.000,0,0,
1787842797.959421,1,1,0.000,0,0,
1787842797.959421,1,2,0.000,0,0,
1787842797.959421,1,3,0.000,0,0,
1787842799.959968,1,1,0.000,0,0,
1787842799.959968,1,2,0.000,0,0,
1787842799.959968,1,3,0.000,0,0,
1787842801.962489,1,1,0.000,0,0,
1787842801.962489,1,2,0.000,0,0,
1787842801.962489,1,3,0.000,0,0,
1787842803.964832,1,1,0.000,0,0,
1787842803.964832,1,2,0.000,0,0,
1787842803.964832,1,3,0.000,0,0,
1787842805.965683,1,1,0.000,0,0,
1787842805.965683,1,2,0.000,0,0,
1787842805.965683,1,3,0.000,0,0,
1787842807.966464,1,1,0.000,0,0,
1787842807.966464,1,2,0.000,0,0,
1787842807.966464,1,3,0.000,0,0,
1787842809.967325,1,1,0.000,0,0,
1787842809.967325,1,2,0.000,0,0,
1787842809.967325,1,3,0.000,0,0,
1787842811.968681,1,1,0.000,0,0,
1787842811.968681,1,2,0.000,0,0,
1787842811.968681,1,3,0.000,0,0,
1787842815.788727,1,1,0.000,0,0,
1787842815.788727,1,2,0.000,0,0,
1787842815.788727,1,3,0.000,0,0,
1787842817.789965,1,1,0.000,0,0,
1787842817.789965,1,2,0.000,0,0,
1787842817.789965,1,3,0.000,0,0,
1787842819.791056,1,1,0.000,0,0,
1787842819.791056,1,2,0.000,0,0,
1787842819.791056,1,3,0.000,0,0,
1787842821.792885,1,1,0.000,0,0,
1787842821.792885,1,2,0.000,0,0,
1787842821.792885,1,3,0.000,0,0,
1787842823.794408,1,1,0.000,0,0,
1787842823.794408,1,2,0.000,0,0,
1787842823.794408,1,3,0.000,0,0,
1787842825.795338,1,1,0.000,0,0,
1787842825.795338,1,2,0.000,0,0,
1787842825.795338,1,3,0.000,0,0,
1787842827.797114,1,1,0.000,0,0,
1787842827.797114,1,2,0.000,0,0,
1787842827.797114,1,3,0.000,0,0,
1787842829.799148,1,1,0.000,0,0,
1787842829.799148,1,2,0.000,0,0,
1787842829.799148,1,3,0.000,0,0,
1787842831.800048,1,1,0.000,0,0,
1787842831.800048,1,2,0.000,0,0,
1787842831.800048,1,3,0.000,0,0,
1787842833.801798,1,1,0.000,0,0,
1787842833.801798,1,2,0.000,0,0,
1787842833.801798,1,3,0.000,0,0,
1787842835.803790,1,1,0.000,0,0,
1787842835.803790,1,2,0.000,0,0,
1787842835.803790,1,3,0.000,0,0,
1787842837.805980,1,1,0.000,0,0,
1787842837.805980,1,2,0.000,0,0,
1787842837.805980,1,3,0.000,0,0,
1787842839.807982,1,1,0.000,0,0,
1787842839.807982,1,2,0.000,0,0,
1787842839.807982,1,3,0.000,0,0,
1787842841.809893,1,1,0.000,0,0,
